match,match_weight,repo_url,repo_full_name,repo_id
BID-5029,0.00009367,https://github.com/NaInSec/ShellCodeExploits-GHDB,NaInSec/ShellCodeExploits-GHDB,772556016
BID-5029,0.00009367,https://github.com/EthicalHackerID/ShellCodeExploits-GHDB,EthicalHackerID/ShellCodeExploits-GHDB,771621538
BID-5029,0.00008609,https://github.com/kylekirkby/Python-Exploit-Search-Tool,kylekirkby/Python-Exploit-Search-Tool,16252900
BID-5029,0.00005811,https://github.com/wereallfeds/exploitdb,wereallfeds/exploitdb,55874497
BID-5029,0.00005616,https://github.com/shewey/exploit-db,shewey/exploit-db,76283094
BID-5029,0.00005610,https://github.com/AJMartel/offsec_exploits,AJMartel/offsec_exploits,75109498
BID-5029,0.00005486,https://github.com/FoxxyOS/exploitdb,FoxxyOS/exploitdb,131738912
BID-5029,0.00005486,https://github.com/ParrotSec/exploitdb,ParrotSec/exploitdb,63003028
BID-5029,0.00005394,https://github.com/yashodhank/exploit-database,yashodhank/exploit-database,104515468
BID-5029,0.00005379,https://github.com/1oid/exploitsearch,1oid/exploitsearch,111814394
BID-5029,0.00005357,https://github.com/R3K1NG/exploit-database,R3K1NG/exploit-database,107473902
BID-5029,0.00005316,https://github.com/Capa-cc/Exploit,Capa-cc/Exploit,114506475
BID-5029,0.00005290,https://github.com/fortify24x7/offensive-security-exploit-database,fortify24x7/offensive-security-exploit-database,117653410
BID-5029,0.00005249,https://github.com/Buzzkillhardball667/exploit-database,Buzzkillhardball667/exploit-database,120898188
BID-5029,0.00005203,https://github.com/Buzzkillhardball667/exploit-database.,Buzzkillhardball667/exploit-database.,124883872
BID-5029,0.00005122,https://github.com/xfinest/exploit-database,xfinest/exploit-database,138446262
BID-5029,0.00005068,https://github.com/kunphiphitb/exploitdb,kunphiphitb/exploitdb,152238433
BID-5029,0.00005041,https://github.com/metoo10987/exploitdb,metoo10987/exploitdb,156733009
BID-5029,0.00005020,https://github.com/TheGableMethod/exploitdb,TheGableMethod/exploitdb,164003708
BID-5029,0.00004878,https://github.com/blackunixteam/exploit-exploitdb,blackunixteam/exploit-exploitdb,223551245
BID-5029,0.00004800,https://github.com/84KaliPleXon3/offensive-security-exploitdb,84KaliPleXon3/offensive-security-exploitdb,282981718
BID-5029,0.00004747,https://github.com/Silentsoul04/exploitdb-1,Silentsoul04/exploitdb-1,336607627
BID-5029,0.00004627,https://github.com/uboolean/exploitdb,uboolean/exploitdb,504212345
BID-5029,0.00004622,https://github.com/merlinepedra25/EXPLOITDB,merlinepedra25/EXPLOITDB,531505478
BID-5029,0.00004620,https://github.com/hakDean/ExploitDB,hakDean/ExploitDB,552353301
BID-5029,0.00004620,https://github.com/offensive-security/exploitdb,offensive-security/exploitdb,14902556
BID-5029,0.00004103,https://github.com/BaRRaKudaRain/ExploitDB,BaRRaKudaRain/ExploitDB,251006702
BID-5029,0.00002654,https://github.com/spiritofthegael/ExploitDB-Project,spiritofthegael/ExploitDB-Project,228261222
BID-5029,0.00001435,https://github.com/michaelglass/holey-moley,michaelglass/holey-moley,556068
BID-5029,0.00001435,https://github.com/gsmith257-cyber/BIT3434CVE,gsmith257-cyber/BIT3434CVE,571742046
BID-5029,0.00001434,https://github.com/c4ristian/exploits,c4ristian/exploits,588967891
BID-5029,0.00001430,https://github.com/khulnasoft-labs/exploitdb,khulnasoft-labs/exploitdb,668632186
BID-5029,0.00001429,https://github.com/fooster1337/searchxploit,fooster1337/searchxploit,726528344
BID-5029,0.00001429,https://github.com/kellywang568/Cybersecurity_project_casestudies,kellywang568/Cybersecurity_project_casestudies,716328323
BID-5029,0.00001398,https://github.com/Doctype02/exploitdb,Doctype02/exploitdb,600900944
BID-5029,0.00001392,https://github.com/artyang/exploitdb,artyang/exploitdb,668899208
BID-5029,0.00001391,https://github.com/itsanirbanbain/Exploit-Finder,itsanirbanbain/Exploit-Finder,756844796
BID-5029,0.00001391,https://github.com/itsanirbanbain/Exploit-Finder,itsanirbanbain/Exploit-Finder,757653051
BID-5029,0.00001390,https://github.com/NoorahSmith/Exploit-DB-offsec,NoorahSmith/Exploit-DB-offsec,696682686
BID-5029,0.00001390,https://github.com/jamesser/exploitdb-reduced,jamesser/exploitdb-reduced,758271611
BID-5029,0.00001389,https://github.com/EthicalSecurity-Agency/exploit-database-exploitdb.,EthicalSecurity-Agency/exploit-database-exploitdb.,766280178
BID-5029,0.00001388,https://github.com/chriss-0x01/https-gitlab.com-exploit-database-exploitdb,chriss-0x01/https-gitlab.com-exploit-database-exploitdb,789084480
BID-5029,0.00001387,https://github.com/offsoc/exploitdb,offsoc/exploitdb,802540580
BID-5029,0.00000362,https://github.com/Live-Hack-CVE/full_database,Live-Hack-CVE/full_database,603381678
BID-5029,0.00000323,https://github.com/kaRaGODDD/cve_database,kaRaGODDD/cve_database,747924426
BID-5029,0.00000306,https://github.com/g33kb00m/CVE2Chinese,g33kb00m/CVE2Chinese,582653564
